Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Drowned Catacomb,Drowned Catacomb,Universes Beyond: Doctor Who,274,WHO,Normal,Near Mint,English,Rare,519889,7468290
1,Frost Marsh,Frost Marsh,Coldsnap,146,CSP,Normal,Near Mint,English,Uncommon,14034,25636
1,Dimir Aqueduct (Borderless),Dimir Aqueduct,Double Masters 2022,404,2X2,Normal,Near Mint,English,Uncommon,276420,5693917
1,Shipwreck Marsh,Shipwreck Marsh,Universes Beyond: Doctor Who,305,WHO,Normal,Near Mint,English,Rare,519921,7468655
1,Lightning Skelemental,Lightning Skelemental,Modern Horizons,208,MH1,Normal,Near Mint,English,Rare,190881,4055326
1,Dreadbore,Dreadbore,Return to Ravnica,157,RTR,Normal,Near Mint,English,Rare,66396,1042535
1,Pavel Maliki,Pavel Maliki,Legends,248,LEG,Normal,Near Mint,English,Uncommon,3970,17923
2,Rakdos Carnarium (Borderless),Rakdos Carnarium,Double Masters 2022,410,2X2,Normal,Near Mint,English,Uncommon,276432,5694517
1,Dragonskull Summit,Dragonskull Summit,Universes Beyond: Doctor Who,272,WHO,Normal,Near Mint,English,Rare,519933,7468860
1,Haunted Ridge,Haunted Ridge,Universes Beyond: Doctor Who,286,WHO,Normal,Near Mint,English,Rare,519906,7468460
1,Kaervek the Merciless (Foil Etched),Kaervek the Merciless,Double Masters 2022,512,2X2,Foil,Near Mint,English,Rare,276494,5697063
1,"Tovolar, Dire Overlord","Tovolar, Dire Overlord",Innistrad: Midnight Hunt,246,MID,Normal,Near Mint,English,Rare,247834,5158246
2,Rhythm of the Wild,Rhythm of the Wild,Ravnica Allegiance,201,RNA,Normal,Near Mint,English,Uncommon,183219,3944380
1,Atarka's Command (Foil Etched),Atarka's Command,Double Masters 2022,475,2X2,Foil,Near Mint,English,Rare,276445,5695137
1,Agatha of the Vile Cauldron (Extended Art),Agatha of the Vile Cauldron,Wilds of Eldraine,360,WOE,Normal,Near Mint,English,Mythic,512486,7362927
1,Gruul Turf (Borderless),Gruul Turf,Double Masters 2022,407,2X2,Foil,Near Mint,English,Uncommon,276422,5694022
1,Raging Ravine,Raging Ravine,Ultimate Masters,249,UMA,Normal,Near Mint,English,Rare,179523,3904829
3,Sterling Grove,Sterling Grove,Modern Horizons 2,293,MH2,Normal,Near Mint,English,Rare,240050,4979855
1,Horizon Canopy,Horizon Canopy,Universes Beyond: Doctor Who,287,WHO,Normal,Near Mint,English,Rare,520192,7471753
3,Faeburrow Elder,Faeburrow Elder,Throne of Eldraine,190,ELD,Normal,Near Mint,English,Rare,199026,4196496
1,Ellivere of the Wild Court (Extended Art),Ellivere of the Wild Court,Commander: Wilds of Eldraine,36,WOC,Normal,Near Mint,English,Mythic,512505,7363882
1,Tolsimir Wolfblood,Tolsimir Wolfblood,Ravnica: City of Guilds,236,RAV,Normal,Near Mint,English,Rare,13451,25218
1,Tolsimir Wolfblood,Tolsimir Wolfblood,Guilds of Ravnica: Guild Kits,121,GR1,Normal,Near Mint,English,Rare,176731,3879842
1,"Yasharn, Implacable Earth (Extended Art)","Yasharn, Implacable Earth",Zendikar Rising,371,ZNR,Normal,Near Mint,English,Rare,222022,4561270
1,"Trostani, Selesnya's Voice","Trostani, Selesnya's Voice",Return to Ravnica,206,RTR,Normal,Near Mint,English,Mythic,66466,1043350
1,"Trostani, Selesnya's Voice","Trostani, Selesnya's Voice",Guilds of Ravnica: Guild Kits,102,GR1,Foil,Near Mint,English,Mythic,177195,3879969
1,Privileged Position (Borderless),Privileged Position,Double Masters 2022,385,2X2,Normal,Near Mint,English,Rare,277258,5714199
1,Razorverge Thicket (Borderless),Razorverge Thicket,Phyrexia: All Will Be One,373,ONE,Foil,Near Mint,English,Rare,478616,6940794
1,Overgrown Farmland,Overgrown Farmland,Universes Beyond: Doctor Who,292,WHO,Normal,Near Mint,English,Rare,520193,7471783
1,"Treebeard, Gracious Host (Showcase Scrolls)","Treebeard, Gracious Host",Commander: The Lord of the Rings: Tales of Middle-earth,483,LTC,Foil,Near Mint,English,Rare,518013,7446901
2,"Sythis, Harvest's Hand","Sythis, Harvest's Hand",Modern Horizons 2,214,MH2,Foil,Near Mint,English,Rare,240275,4994670
1,Despark (Foil Etched),Despark,Strixhaven: Mystical Archives,59,STA,Foil,Near Mint,English,Rare,235294,4842817
1,Vanishing Verse (Extended Art),Vanishing Verse,Strixhaven: School of Mages,354,STX,Normal,Near Mint,English,Rare,235927,4869813
1,"Kambal, Consul of Allocation","Kambal, Consul of Allocation",Kaladesh,183,KLD,Normal,Near Mint,English,Rare,122729,3201209
1,Kaya's Wrath,Kaya's Wrath,Ravnica Allegiance,187,RNA,Foil,Near Mint,English,Rare,183178,3940400
1,"Liesa, Forgotten Archangel","Liesa, Forgotten Archangel",Innistrad: Midnight Hunt,232,MID,Normal,Near Mint,English,Rare,247982,5166881
1,Fetid Heath,Fetid Heath,Double Masters,316,2XM,Normal,Near Mint,English,Rare,219105,4514590
1,"Jhoira, Weatherlight Captain","Jhoira, Weatherlight Captain",Dominaria,197,DOM,Normal,Near Mint,English,Mythic,162137,3613639
1,"Jhoira, Weatherlight Captain","Jhoira, Weatherlight Captain",Double Masters,203,2XM,Normal,Near Mint,English,Rare,218723,4507858
1,Ionize,Ionize,Guilds of Ravnica,179,GRN,Foil,Near Mint,English,Rare,176422,3847812
1,Thousand-Year Storm (Borderless),Thousand-Year Storm,Double Masters 2022,390,2X2,Normal,Near Mint,English,Rare,276514,5697913
1,Stormcarved Coast,Stormcarved Coast,Universes Beyond: Doctor Who,308,WHO,Normal,Near Mint,English,Rare,519301,7459963
2,Izzet Boilerworks (Borderless),Izzet Boilerworks,Double Masters 2022,408,2X2,Normal,Near Mint,English,Uncommon,276438,5694817
2,"Garruk, Cursed Huntsman","Garruk, Cursed Huntsman",Throne of Eldraine,191,ELD,Normal,Near Mint,English,Mythic,198500,4179582
1,"Lathril, Blade of the Elves (Foil Etched)","Lathril, Blade of the Elves",Media Promos,2,MEDIA,Foil,Near Mint,English,Promo,514818,7420576
1,Putrefy (Foil Etched),Putrefy,Strixhaven: Mystical Archives,63,STA,Foil,Near Mint,English,Rare,235358,4844137
1,"Willowdusk, Essence Seer (Extended Art)","Willowdusk, Essence Seer",Commander 2021,333,C21,Normal,Near Mint,English,Mythic,235532,4848077
1,Nissa of Shadowed Boughs,Nissa of Shadowed Boughs,Zendikar Rising,231,ZNR,Foil,Near Mint,English,Mythic,221780,4539972
1,"Izoni, Thousand-Eyed","Izoni, Thousand-Eyed",Guilds of Ravnica: Guild Kits,50,GR1,Foil,Near Mint,English,Rare,177194,3879964
1,"Jarad, Golgari Lich Lord","Jarad, Golgari Lich Lord",Guilds of Ravnica: Guild Kits,65,GR1,Normal,Near Mint,English,Mythic,177347,3880577
1,Temple of Malady (Extended Art),Temple of Malady,Core Set 2021,388,M21,Normal,Near Mint,English,Rare,215596,4452096
1,Temple of Malady (Extended Art),Temple of Malady,Core Set 2021,388,M21,Foil,Near Mint,English,Rare,215596,4452101
1,Golgari Rot Farm (Borderless),Golgari Rot Farm,Double Masters 2022,406,2X2,Foil,Near Mint,English,Uncommon,276424,5694122
1,"Valentin, Dean of the Vein (Extended Art)","Valentin, Dean of the Vein",Strixhaven: School of Mages,333,STX,Normal,Near Mint,English,Rare,235626,4854402
1,Restless Cottage,Restless Cottage,Wilds of Eldraine,258,WOE,Foil,Near Mint,English,Rare,512205,7357022
1,Lavabelly Sliver,Lavabelly Sliver,Modern Horizons,207,MH1,Foil,Near Mint,English,Uncommon,190875,4055271
1,"Risona, Asari Commander (Showcase)","Risona, Asari Commander",Kamigawa: Neon Dynasty,330,NEO,Normal,Near Mint,English,Rare,262855,5420278
4,Wear // Tear,Wear,Dragon's Maze,135,DGM,Normal,Near Mint,English,Uncommon,67878,1076372
1,"Nahiri, Forged in Fury","Nahiri, Forged in Fury",March of the Machine: The Aftermath,36,MAT,Normal,Near Mint,English,Mythic,495611,7139877
1,Battlefield Forge,Battlefield Forge,The Brothers' War,257,BRO,Foil,Near Mint,English,Rare,451477,6669306
1,Balefire Liege,Balefire Liege,Double Masters 2022,180,2X2,Normal,Near Mint,English,Rare,276913,5705405
1,Simic Ascendancy,Simic Ascendancy,Ravnica Allegiance,207,RNA,Normal,Near Mint,English,Rare,182121,3925897
1,Progenitor Mimic,Progenitor Mimic,Double Masters,212,2XM,Normal,Near Mint,English,Rare,218922,4511869
1,Progenitor Mimic,Progenitor Mimic,Commander 2016,216,C16,Normal,Near Mint,English,Mythic,124595,3246914
1,Shardless Agent (Borderless),Shardless Agent,Modern Horizons 2,321,MH2,Foil,Near Mint,English,Rare,240290,4995790
1,"Nissa, Steward of Elements","Nissa, Steward of Elements",Amonkhet,204,AKH,Normal,Near Mint,English,Mythic,130051,3327500
1,Simic Growth Chamber (Borderless),Simic Growth Chamber,Double Masters 2022,412,2X2,Foil,Near Mint,English,Uncommon,276436,5694722
1,Waterlogged Grove,Waterlogged Grove,Modern Horizons,249,MH1,Normal,Near Mint,English,Rare,190793,4054089
1,Dreamroot Cascade,Dreamroot Cascade,Universes Beyond: Doctor Who,273,WHO,Normal,Near Mint,English,Rare,519510,7463183
1,Gandalf of the Secret Fire (Borderless),Gandalf of the Secret Fire,Commander: The Lord of the Rings: Tales of Middle-earth,507,LTC,Normal,Near Mint,English,Mythic,517245,7529718
1,Brokers Ascendancy,Brokers Ascendancy,Streets of New Capenna,170,SNC,Foil,Near Mint,English,Rare,265342,5465144
1,"Isshin, Two Heavens as One (Extended Art)","Isshin, Two Heavens as One",Kamigawa: Neon Dynasty,488,NEO,Normal,Near Mint,English,Rare,262582,5397751
2,Geyadrone Dihada (Borderless),Geyadrone Dihada,Modern Horizons 2,305,MH2,Normal,Near Mint,English,Mythic,240087,4981443
1,"Inalla, Archmage Ritualist","Inalla, Archmage Ritualist",Commander 2017,38,C17,Foil,Near Mint,English,Mythic,139846,3449348
1,Nicol Bolas,Nicol Bolas,Masters 25,209,A25,Normal,Near Mint,English,Rare,161486,3609177
2,"Nethroi, Apex of Death (Showcase)","Nethroi, Apex of Death",Ikoria: Lair of Behemoths,303,IKO,Normal,Near Mint,English,Mythic,212075,4364209
1,"Marchesa, the Black Rose","Marchesa, the Black Rose",Double Masters 2022,248,2X2,Normal,Near Mint,English,Rare,276979,5706940
1,Brokers Ascendancy,Brokers Ascendancy,Streets of New Capenna,170,SNC,Normal,Near Mint,English,Rare,265342,5465139
1,Horizon Stone (Extended Art),Horizon Stone,Commander Legends,694,CMR,Normal,Near Mint,English,Rare,226743,4641906
1,Fractured Powerstone,Fractured Powerstone,The List Reprints,PC2-111,LIST,Normal,Near Mint,English,Common,222583,4585340
1,Lantern of Insight,Lantern of Insight,The List Reprints,5DN-135,LIST,Normal,Near Mint,English,Uncommon,210388,6998778
1,Worldslayer,Worldslayer,Magic 2012 (M12),222,M12,Normal,Near Mint,English,Rare,47638,474504
1,Memnite,Memnite,The List Reprints,SOM-174,LIST,Normal,Near Mint,English,Uncommon,210377,4610523
1,Memnite,Memnite,Scars of Mirrodin,174,SOM,Normal,Near Mint,English,Uncommon,36237,393748
1,Reality Smasher,Reality Smasher,Oath of the Gatewatch,7,OGW,Normal,Near Mint,English,Rare,110873,3043200
1,Haywire Mite,Haywire Mite,The Brothers' War,199,BRO,Normal,Near Mint,English,Uncommon,452824,6709380
1,Rhonas's Monument,Rhonas's Monument,Amonkhet,236,AKH,Normal,Near Mint,English,Uncommon,129752,3325772
1,Oketra's Monument,Oketra's Monument,Amonkhet,233,AKH,Normal,Near Mint,English,Uncommon,129750,3325752
1,Whispersilk Cloak,Whispersilk Cloak,Darksteel,160,DST,Normal,Near Mint,English,Common,11597,23673
1,Skyclave Relic,Skyclave Relic,Zendikar Rising,252,ZNR,Normal,Near Mint,English,Rare,222111,4569217
6,Talisman of Creativity,Talisman of Creativity,Modern Horizons,231,MH1,Normal,Near Mint,English,Uncommon,191060,4061540
1,Sol Ring,Sol Ring,Commander 2020,252,C20,Normal,Near Mint,English,Uncommon,212198,4372433
1,Sol Ring,Sol Ring,Commander: Kaldheim,104,KHC,Normal,Near Mint,English,Uncommon,231261,4747871
5,Talisman of Hierarchy,Talisman of Hierarchy,Modern Horizons,233,MH1,Normal,Near Mint,English,Uncommon,191058,4061320
1,Phyrexian Dragon Engine,Phyrexian Dragon Engine,The Brothers' War,163a,BRO,Normal,Near Mint,English,Rare,448706,6646248
1,Liquimetal Torque,Liquimetal Torque,Modern Horizons 2,228,MH2,Normal,Near Mint,English,Uncommon,239836,4974016
2,Nettlecyst,Nettlecyst,Modern Horizons 2,231,MH2,Normal,Near Mint,English,Rare,240152,4984842
1,Platinum Angel,Platinum Angel,The Brothers' War: Retro Frame Artifacts,41,BRR,Normal,Near Mint,English,Mythic,452418,6698891
2,Ratchet Bomb,Ratchet Bomb,Buy-A-Box Promos,215★,BABP,Foil,Near Mint,English,Promo,71224,1133186
1,Cursed Totem,Cursed Totem,Modern Horizons 2,295,MH2,Normal,Near Mint,English,Rare,240154,4985062
1,Colossus of Akros,Colossus of Akros,Theros,214,THS,Normal,Near Mint,English,Rare,71406,1134683
1,Scion of Draco,Scion of Draco,Modern Horizons 2,234,MH2,Normal,Near Mint,English,Mythic,239830,4973516
1,Prismatic Geoscope,Prismatic Geoscope,Commander 2016,55,C16,Normal,Near Mint,English,Rare,124004,3242823
1,Pili-Pala,Pili-Pala,Shadowmoor,258,SHM,Normal,Near Mint,English,Common,18735,116917
1,Not of This World,Not of This World,The List Reprints,ROE-8,LIST,Foil,Near Mint,English,Uncommon,210349,4346904
1,Grafdigger's Cage,Grafdigger's Cage,Modern Masters 2017,221,MM3,Normal,Near Mint,English,Rare,128474,3316447
1,Twinning Staff,Twinning Staff,Commander 2020,70,C20,Normal,Near Mint,English,Rare,212212,4373273
1,Sword of the Paruns,Sword of the Paruns,Commander 2013,264,C13,Normal,Near Mint,English,Rare,72301,1140349
1,Citanul Flute,Citanul Flute,10th Edition,315,10E,Normal,Near Mint,English,Rare,15072,4911
1,Cauldron of Souls,Cauldron of Souls,The List Reprints,CM2-180,LIST,Normal,Near Mint,English,Rare,205915,4282797
1,Crawlspace,Crawlspace,Dominaria Remastered,217,DMR,Normal,Near Mint,English,Rare,461811,6835416
1,Moonsilver Spear,Moonsilver Spear,Avacyn Restored,217,AVR,Foil,Near Mint,English,Rare,58188,852219
1,Blackblade Reforged,Blackblade Reforged,Signature Spellbook: Gideon,8,SS2,Normal,Near Mint,English,Rare,188990,4007413
1,Temple Bell,Temple Bell,Commander 2016,277,C16,Normal,Near Mint,English,Rare,124652,3247199
1,Platoon Dispenser (Extended Art),Platoon Dispenser,The Brothers' War,310,BRO,Foil,Near Mint,English,Mythic,452674,6707006
1,Gemstone Mine,Gemstone Mine,Dominaria Remastered,247,DMR,Foil,Near Mint,English,Rare,463383,6845691
2,Reliquary Tower,Reliquary Tower,Magic 2013 (M13),227,M13,Normal,Near Mint,English,Uncommon,60043,939117
1,Reliquary Tower (M19),Reliquary Tower,The List Reprints,M19-254,LIST,Normal,Near Mint,English,Uncommon,202832,4266532
1,Sanctum of Ugin,Sanctum of Ugin,Battle for Zendikar,242,BFZ,Normal,Near Mint,English,Rare,105304,2955171
1,Minas Tirith,Minas Tirith,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,256,LTR,Normal,Near Mint,English,Rare,498350,7167805
1,Ancient Ziggurat,Ancient Ziggurat,The List Reprints,CON-141,LIST,Normal,Near Mint,English,Uncommon,202773,4266232
1,High Market,High Market,Commander 2015,289,C15,Normal,Near Mint,English,Rare,108145,3006007
